undefinedundefinedDate,Fermenter Sample ID,Fermenter Sample %Solids,Fermenter Sample HPLC Ethanol
2014-08-29 15:25,YP,17.63,3.42
2014-08-29 15:30,Fill,32.46,0.26
2014-08-29 19:45,45H,11.63,12.83
2014-08-29 19:50,18H,16.68,6.51
2014-08-29 20:10,32H,15.28,10.54
2014-08-30 0:40,DROP,12.26,13.21
2014-08-30 4:40,Fill,32.83,0.27
2014-08-30 4:45,YP,18.15,3.3
2014-08-30 9:15,45H,12.36,12.94
2014-08-30 9:25,18H,23.86,6.45
2014-08-30 9:40,32H,17.21,10.53
2014-08-30 14:20,DROP,11.31,13.15
2014-08-30 14:30,10H,29.66,2.32
2014-08-30 18:10,YP,18.95,3.37
2014-08-30 18:15,Fill,32.44,0.26
2014-08-30 22:40,45H,13.16,12.72
2014-08-30 22:45,18H,24.22,6.37
2014-08-30 23:25,32H,17.57,10.78
2014-08-31 3:45,DROP,12.6,13.21
2014-08-31 4:15,10H,27.56,2.62
2014-08-31 7:40,YP,19.75,3.23
2014-08-31 7:50,Fill,32.77,0.28
2014-08-31 12:15,18H,24,6.61
2014-08-31 12:20,18H,24,6.61
2014-08-31 12:25,45H,12.46,12.99
2014-08-31 12:40,32H,17.43,10.36
2014-08-31 17:15,DROP,12.66,13.37
2014-08-31 17:40,10H,28.73,3.23
2014-08-31 21:05,YP,18.67,3.68
2014-08-31 21:10,Fill,33.21,0.22
2014-09-01 1:40,18H,23.79,6.2
2014-09-01 1:45,45H,13.45,12.65
2014-09-01 2:10,32H,17.23,10.32
2014-09-01 6:45,DROP,12.43,13.18
2014-09-01 7:00,10H,30.82,2.23
2014-09-01 10:40,YP,18.91,3.47
2014-09-01 10:45,Fill,32.91,0.3
2014-09-01 15:25,18H,23.5,6.59
2014-09-01 15:30,32H,18.38,10.02
2014-09-01 15:35,45H,13.62,12.6
2014-09-01 20:30,DROP,12.81,13.1
2014-09-01 20:40,10H,28.92,2.31
2014-09-02 0:20,YP,18.5,2.88
2014-09-02 0:25,Fill,32.97,0.24
2014-09-02 4:40,45H,14.6,12.29
2014-09-02 4:45,18H,23.59,6.22
2014-09-02 5:10,32H,17.8,10.41
2014-09-02 9:55,DROP,13.4,12.93
2014-09-02 10:20,10H,29.9,2.38
2014-09-02 13:45,YP,18.18,3.35
2014-09-02 13:50,Fill,32.37,0.29
2014-09-02 18:10,45H,13.78,12.59
2014-09-02 18:15,18H,23.13,6.15
2014-09-02 18:40,32H,17.27,10.13
2014-09-02 23:30,DROP,12.11,13.15
2014-09-02 23:45,10H,29.44,2.54
2014-09-03 3:25,Fill,33.32,0.28
2014-09-03 3:30,YP,21.61,2.27
2014-09-03 7:40,45H,13.43,12.44
2014-09-03 7:45,18H,24.38,6.34
2014-09-03 8:25,32H,17.83,9.95
2014-09-03 13:10,DROP,11.44,13.07
2014-09-03 13:25,10H,29.9,2.18
2014-09-03 17:10,YP,19.12,3.21
2014-09-03 17:15,Fill,32.35,0.27
2014-09-03 21:25,45H,13.27,12.22
2014-09-03 21:30,18H,23.87,6.34
2014-09-03 21:45,32H,16.85,10.39
2014-09-04 2:45,DROP,12.85,12.85
2014-09-04 3:10,10H,29.46,2.33
2014-09-04 6:35,YP,19.41,3.1
2014-09-04 6:40,Fill,32.8,0.28
2014-09-04 10:45,45H,12.65,12.76
2014-09-04 11:05,18H,23.12,6.05
2014-09-04 11:25,32H,30.61,10.56
2014-09-04 16:10,DROP,12.68,13.2
2014-09-04 16:35,10H,28.69,2.4
2014-09-04 20:00,Fill,32.47,0.23
2014-09-04 20:05,YP,18.1,3.46
2014-09-05 0:25,45H,12.27,12.77
2014-09-05 0:30,18H,23.65,6.2
2014-09-05 1:10,32H,17.3,10.51
2014-09-05 5:40,DROP,12.72,13.24
2014-09-05 6:25,10H,28.31,2.9
2014-09-05 9:40,YP,18.46,3.23
2014-09-05 9:45,Fill,32.4,0.23
2014-09-05 14:05,45H,13.16,12.94
2014-09-05 14:10,18H,23.2,6.5
2014-09-05 14:35,32H,17.6,10.29
2014-09-05 19:15,DROP,12.39,13.38
2014-09-05 19:30,10H,29.57,2.03
2014-09-05 23:20,Fill,32.37,0.22
2014-09-05 23:25,YP,18.91,3.2
2014-09-06 3:30,45H,13.87,12.63
2014-09-06 3:35,18H,23.65,6.31
2014-09-06 4:25,32H,17.8,10.31
2014-09-06 9:00,DROP,12.89,13.21
2014-09-06 9:30,10H,29.46,2.47
2014-09-06 12:50,YP,19.22,3.05
2014-09-06 12:55,Fill,33.03,0.24
2014-09-06 17:05,45H,13.75,12.49
2014-09-06 17:20,18H,23.62,6.38
2014-09-06 17:35,32H,17.71,10.09
2014-09-06 22:30,DROP,13.1,13.08
2014-09-06 22:35,10H,28.61,2.55
2014-09-07 2:25,YP,20.4,2.77
2014-09-07 2:30,Fill,32.57,0.23
2014-09-07 6:45,45H,13.5,12.36
2014-09-07 6:50,18H,22.63,6.59
2014-09-07 7:05,32H,16.53,10.76
2014-09-07 12:20,10H,28.5,2.57
2014-09-07 12:25,DROP,13.39,12.93
2014-09-07 16:25,Fill,32.81,0.19
2014-09-07 16:30,YP,18.59,3.03
2014-09-07 20:05,45H,13.09,13.03
2014-09-07 20:30,18H,23.19,6.2
2014-09-08 1:45,DROP,11.9,13.4
2014-09-08 2:30,10H,28.69,2.07
2014-09-08 5:50,YP,19.23,3.18
2014-09-08 7:30,Fill,32.24,0.23
2014-09-08 9:55,45H,12.86,13.15
2014-09-08 10:25,32H,16.35,10.68
2014-09-08 10:30,18H,22.46,6.63
2014-09-08 15:30,DROP,11.92,13.47
2014-09-08 15:35,10H,29.41,2.35
2014-09-08 19:25,YP,24.1,3.32
2014-09-08 23:30,45H,11.73,12.87
2014-09-08 23:50,18H,16.34,10.79
2014-09-09 0:30,32H,14.93,11.09
2014-09-09 5:20,DROP,11.19,13.3
2014-09-09 5:25,10H,28.88,2.67
2014-09-09 8:30,Fill,32.83,0.23
2014-09-09 8:35,YP,19.26,3.1
2014-09-09 13:25,45H,12.33,13.11
2014-09-09 13:30,18H,22.59,6.7
2014-09-09 14:05,32H,16.09,10.92
2014-09-09 18:30,DROP,10.82,13.29
2014-09-09 18:55,10H,28.25,2.69
2014-09-09 22:20,Fill,32.64,0.23
2014-09-09 22:25,YP,18.93,3.34
2014-09-10 2:50,45H,12.35,12.97
2014-09-10 2:55,18H,22.47,6.57
2014-09-10 3:25,32H,15.99,10.91
2014-09-10 7:40,DROP,11.3,13.22
2014-09-10 8:20,10H,29.95,2.15
2014-09-10 11:55,Fill,32.07,0.18
2014-09-10 12:00,YP,18.64,3.13
2014-09-10 16:35,18H,23.16,6.71
2014-09-10 16:55,32H,16.6,10.72
2014-09-10 22:00,10H,26.58,3.57
2014-09-11 5:55,45H,12.11,12.98
2014-09-11 6:00,18H,23.56,5.35
2014-09-11 6:20,32H,16.21,10.85
2014-09-11 6:25,DROP,11.82,13.39
2014-09-11 9:40,Fill,32.49,0.52
2014-09-11 9:50,YP,15.26,3.74
2014-09-11 19:20,45H,11.72,12.97
2014-09-11 19:50,DROP,11.95,13.28
2014-09-11 20:00,32H,19.59,8.53
2014-09-11 23:50,Fill,32.44,0.2
2014-09-11 23:55,YP,18.73,3.66
2014-09-12 4:45,18H,23.27,6.24
2014-09-12 9:25,45H,15.7,10.92
2014-09-12 9:45,DROP,11.56,13.23
2014-09-12 10:00,10H,28.64,2.89
2014-09-12 13:25,YP,18.43,3.43
2014-09-12 13:30,Fill,32.61,0.19
2014-09-12 17:45,32H,18.01,10.16
2014-09-12 18:00,18H,22.84,6.73
2014-09-12 22:50,DROP,13.01,12.49
2014-09-12 23:20,10H,29.18,2.25
2014-09-13 2:45,Fill,32.23,0.22
2014-09-13 3:10,YP,18.43,3.26
2014-09-13 6:45,45H,12.65,12.83
2014-09-13 7:30,18H,21.86,7.02
2014-09-13 8:00,32H,15.44,11.34
2014-09-13 13:05,DROP,11.48,13.32
2014-09-13 13:15,10H,28.84,2.71
2014-09-13 17:00,YP,18.77,1.62
2014-09-13 17:05,Fill,32,0.28
2014-09-13 21:00,45H,12.04,13.21
2014-09-13 21:15,18H,21.92,6.96
2014-09-13 21:30,32H,15.52,11.29
2014-09-14 2:30,DROP,12.28,13.34
2014-09-14 3:00,10H,29.49,2.76
2014-09-14 6:30,YP,19.7,3.26
2014-09-14 6:35,Fill,32.05,0.23
2014-09-14 10:40,45H,12.41,12.99
2014-09-14 11:05,18H,23.07,6.79
2014-09-14 11:15,32H,13.97,11.7
2014-09-14 15:55,DROP,10.17,13.08
2014-09-14 16:30,10H,28.5,2.9
2014-09-14 20:00,Fill,32.55,0.26
2014-09-14 20:05,YP,19.81,3.14
2014-09-15 0:20,45H,11.23,13.18
2014-09-15 0:30,18H,22.3,6.65
2014-09-15 1:05,32H,15.39,11.31
2014-09-15 5:25,DROP,11.81,13.31
2014-09-15 6:05,10H,29.55,1.84
2014-09-15 9:20,YP,19.38,3.32
2014-09-15 9:25,Fill,32.51,0.23
2014-09-15 14:00,18H,23.29,6.86
2014-09-15 14:05,45H,12.68,13.22
2014-09-15 14:15,32H,15.77,10.83
2014-09-15 18:50,DROP,12.1,13.28
2014-09-15 19:10,10H,29.55,2.32
2014-09-15 22:40,YP,19.15,3.09
2014-09-15 22:45,Fill,32.23,0.23
2014-09-16 3:10,18H,23.49,6.66
2014-09-16 3:15,45H,12.62,13.04
2014-09-16 3:55,32H,16.38,11.41
2014-09-16 8:20,DROP,12.39,13.06
2014-09-16 8:35,10H,29.07,2.7
2014-09-16 12:05,YP,17.63,3.36
2014-09-16 12:10,Fill,32.8,0.23
2014-09-16 16:30,18H,23.48,6.54
2014-09-16 16:45,45H,11.63,13.09
2014-09-16 17:55,32H,15.6,11.48
2014-09-16 21:50,10H,30.89,2.42
2014-09-16 22:45,DROP,12.35,13.18
2014-09-17 1:30,Fill,32.88,0.24
2014-09-17 1:40,YP,20.26,3.2
2014-09-17 6:20,18H,23.36,6.65
2014-09-17 6:25,45H,12.05,13.11
2014-09-17 6:45,32H,15.37,11.31
2014-09-17 11:05,DROP,11.88,13.25
2014-09-17 11:50,10H,30.84,2.22
2014-09-17 15:05,YP,18.45,3.29
2014-09-17 15:10,Fill,32.77,0.22
2014-09-17 19:45,45H,11.87,13.22
2014-09-17 19:50,18H,22.15,6.96
2014-09-17 20:10,32H,16.86,10.85
2014-09-18 0:30,DROP,12.08,13.35
2014-09-18 1:10,10H,29.63,2.31
2014-09-18 4:25,YP,19.4,3.29
2014-09-18 4:30,Fill,33.93,0.23
2014-09-18 9:10,45H,12.06,13.07
2014-09-18 9:15,18H,24.02,6.73
2014-09-18 9:45,32H,15.83,11.29
2014-09-18 13:55,DROP,11.96,13.44
2014-09-18 14:25,10H,30.91,2.51
2014-09-18 22:45,18H,23.23,6.62
2014-09-18 22:50,45H,12.92,13.28
2014-09-18 23:10,32H,16,10.95
2014-09-19 3:15,DROP,13.02,13.53
2014-09-19 4:00,10H,30.5,2.65
2014-09-19 7:20,Fill,33.42,0.26
2014-09-19 7:25,YP,22.45,1.24
2014-09-19 12:00,18H,23.48,6.69
2014-09-19 12:10,45H,13.53,13.28
2014-09-19 12:30,32H,17.92,10.98
2014-09-19 16:40,DROP,12.47,13.69
2014-09-19 17:20,10H,30,2.02
2014-09-19 22:45,YP,18.46,3.17
2014-09-19 22:50,Fill,33.96,0.24
2014-09-20 1:30,45H,13.88,13.22
2014-09-20 1:35,18H,23.92,6.43
2014-09-20 2:00,32H,18.02,10.7
2014-09-20 6:25,DROP,13.19,13.67
2014-09-20 6:55,10H,30.35,2.38
2014-09-20 10:20,Fill,33.28,0.22
2014-09-20 10:25,YP,20.98,3
2014-09-20 14:45,45H,13.85,12.94
2014-09-20 14:55,18H,23.69,6.8
2014-09-20 15:20,32H,16.25,11.2
2014-09-20 20:20,DROP,12.97,13.36
2014-09-20 20:25,10H,30.28,2.64
2014-09-21 0:10,YP,19.08,3.14
2014-09-21 0:15,Fill,33.5,0.25
2014-09-21 4:10,45H,12.97,13.11
2014-09-21 4:15,18H,24.78,6.35
2014-09-21 4:55,32H,17.25,10.8
2014-09-21 9:35,DROP,10.94,13.59
2014-09-21 10:30,10H,29.37,2.8
2014-09-21 13:35,Fill,33.63,0.23
2014-09-21 13:40,YP,20.34,3.18
2014-09-21 18:15,45H,12.89,13.02
2014-09-21 18:20,18H,23.42,6.39
2014-09-21 18:25,32H,17.1,10.81
2014-09-21 23:35,10H,31.31,2
2014-09-21 23:40,DROP,12.87,13.47
2014-09-22 3:30,Fill,33.54,0.24
2014-09-22 3:35,YP,20.96,2.92
2014-09-22 7:20,45H,13.01,13.01
2014-09-22 7:35,18H,23.67,6.53
2014-09-22 8:15,32H,18.55,10.58
2014-09-22 13:05,DROP,12.85,13.59
2014-09-22 13:30,10H,30.79,2.37
2014-09-22 17:00,Fill,32.96,0.3
2014-09-22 17:05,YP,20.22,3.21
2014-09-22 21:10,45H,14.37,12.67
2014-09-22 21:30,32H,17.24,10.89
2014-09-22 21:35,18H,24.12,6.35
2014-09-23 2:40,DROP,13.1,13.2
2014-09-23 2:45,10H,29.45,2.33
2014-09-23 5:50,DROP,12.51,13.65
2014-09-23 6:40,Fill,32.93,0.31
2014-09-23 10:35,45H,12.97,12.82
2014-09-23 10:45,1,,
Date,Fermenter Sample ID,Fermenter Sample %Solids,Fermenter Sample HPLC Ethanol
2011-11-04 0:00,10H,29.33,2.27
2011-11-04 8:00,18H,21.71,6.84
2011-11-04 22:00,32H,14.68,11.94
2011-11-05 11:00,45H,12.08,13.68
2012-01-01 9:30,Fill,33.35,0.21
2012-01-01 19:31,10H,30.63,1.93
2012-01-01 23:10,Fill,32.91,0.23
2012-01-01 23:20,YP Drop,21.88,1.76
2012-01-02 3:31,18H,24.15,6.34
2012-01-02 9:10,10H,30.74,1.87
2012-01-02 12:55,Fill,33.18,0.2
2012-01-02 17:10,18H,24.08,6.44
2012-01-02 17:31,32H,15.57,11.28
2012-01-02 22:45,10H,29.43,2.24
2012-01-03 2:30,YP Drop,20.95,1.75
2012-01-03 2:50,Fill,33.37,0.18
2012-01-03 6:31,45H,11.87,13.58
2012-01-03 6:45,18H,21.57,6.54
2012-01-03 7:10,32H,17.19,11.02
2012-01-03 12:15,DROP,12.51,13.71
2012-01-03 12:20,10H,29.56,2.07
2012-01-03 16:10,Fill,35.52,0.18
2012-01-03 16:20,YP Drop,22.4,1.48
2012-01-03 20:10,45H,12.81,13.17
2012-01-03 20:20,18H,23.65,6.4
2012-01-03 20:45,32H,15.81,11.44
2012-01-03 22:00,BW,0,13.57
2012-01-04 1:50,DROP,12.99,13.67
2012-01-04 5:45,Fill,33.37,0.2
2012-01-04 9:45,45H,11.51,13.55
2012-01-04 10:20,32H,15.81,11.13
2012-01-04 11:00,BW,0,13.62
2012-01-04 15:35,10H,29.68,1.97
2012-01-04 15:40,DROP,12.29,13.72
2012-01-04 19:21,Fill,33.13,0.18
2012-01-04 23:20,45H,13.18,13.33
2012-01-04 23:35,18H,22.43,6.56
2012-01-05 1:00,BW,0,13.66
2012-01-05 4:40,BW,0,0
2012-01-05 4:55,DROP,12.07,13.62
2012-01-05 5:13,10H,29.6,2.29
2012-01-05 8:45,Fill,33.27,0.22
2012-01-05 13:13,18H,23.25,6.72
2012-01-05 13:35,32H,14.86,11.47
2012-01-05 18:55,10H,29.22,2.63
2012-01-05 19:10,DROP,11.13,13.67
2012-01-05 23:00,Fill,32.91,0.2
2012-01-06 2:35,45H,11.92,13.46
2012-01-06 2:55,18H,23.02,6.83
2012-01-06 3:13,32H,15.45,11.72
2012-01-06 4:45,BW,0,13.47
2012-01-06 8:30,DROP,11.2,13.54
2012-01-06 8:32,10H,30.18,2.02
2012-01-06 12:15,Fill,32.29,0.18
2012-01-06 12:25,YP Drop,22.15,1.83
2012-01-06 16:13,45H,12.35,13.73
2012-01-06 16:32,18H,22.73,6.65
2012-01-06 16:55,32H,15.1,11.6
2012-01-06 18:30,BW,0,13.24
2012-01-06 22:15,10H,29.36,2.09
2012-01-06 22:35,DROP,11.8,13.73
2012-01-07 2:10,Fill,33.08,0.21
2012-01-07 5:55,45H,12.14,13.43
2012-01-07 6:15,18H,23.07,6.94
2012-01-07 6:32,32H,14.92,11.53
2012-01-07 7:55,BW,0,13.47
2012-01-07 12:00,10H,29.93,2.49
2012-01-07 15:40,Fill,32.93,0.2
2012-01-07 16:05,YP Drop,22.09,1.47
2012-01-07 19:32,45H,12.34,13.53
2012-01-07 20:00,18H,23.71,6.66
2012-01-07 20:15,32H,15.69,11.18
2012-01-07 21:30,BW,0,13.43
2012-01-08 1:50,DROP,11.22,13.68
2012-01-08 1:55,10H,29.89,2.01
2012-01-08 5:40,Fill,33.16,0.21
2012-01-08 5:50,YP Drop,22.28,1.62
2012-01-08 9:15,45H,12.04,13.45
2012-01-08 9:55,18H,23.49,6.43
2012-01-08 10:00,32H,15.72,11.71
2012-01-08 11:30,BW,0,13.55
2012-01-08 15:30,DROP,11.23,13.76
2012-01-08 15:40,10H,29.01,2.21
2012-01-08 19:00,Fill,33.51,0.2
2012-01-08 19:40,YP Drop,21.36,1.65
2012-01-08 23:00,45H,12.67,13.67
2012-01-08 23:40,18H,22.67,6.69
2012-01-08 23:55,32H,15.97,11.01
2012-01-09 1:45,BW,0,13.42
2012-01-09 4:25,BW,0,13.51
2012-01-09 4:55,DROP,11.82,13.66
2012-01-09 5:28,10H,30.37,1.94
2012-01-09 9:21,Fill,32.92,0.2
2012-01-09 9:30,YP Drop,21.15,1.45
2012-01-09 12:55,45H,12.06,13.24
2012-01-09 13:28,18H,23.34,6.51
2012-01-09 13:40,32H,14.86,11.49
2012-01-09 18:55,DROP,11.37,13.48
2012-01-09 19:21,10H,27.8,2.75
2012-01-09 23:10,Fill,32.93,0.21
2012-01-09 23:25,YP Drop,22.42,0.84
2012-01-10 2:40,45H,12.01,13.58
2012-01-10 3:21,18H,22.32,6.9
2012-01-10 3:28,32H,15.76,11.08
2012-01-10 5:00,BW,0,13.43
2012-01-10 8:33,DROP,12.07,13.65
2012-01-10 9:15,10H,30.46,1.81
2012-01-10 12:59,Fill,33.3,0.2
2012-01-10 16:28,45H,12.4,13.34
2012-01-10 17:15,18H,24.31,6.08
2012-01-10 17:21,32H,13.85,11.88
2012-01-10 18:30,BW,0,13.6
2012-01-10 22:10,DROP,11.44,13.66
2012-01-10 22:49,10H,30.39,1.97
2012-01-11 2:35,Fill,32.53,0.21
2012-01-11 2:45,YP Drop,21.41,1.84
2012-01-11 6:21,45H,12.16,13.69
2012-01-11 6:49,18H,22.38,6.7
2012-01-11 7:15,32H,16.28,11
2012-01-11 7:45,BW,0,13.5
2012-01-11 12:10,DROP,10.96,13.44
2012-01-11 12:35,10H,28.05,2.03
2012-01-11 16:25,Fill,33.14,0.2
2012-01-11 20:15,45H,12.97,13.42
2012-01-11 20:35,18H,23.36,6.75
2012-01-11 20:49,32H,15.21,11.77
2012-01-11 21:30,BW,0,13.44
2012-01-12 1:52,DROP,12,13.66
2012-01-12 2:15,10H,29.55,2.39
2012-01-12 5:50,Fill,33.63,0.16
2012-01-12 9:49,45H,11.96,13.64
2012-01-12 10:15,18H,22.76,6.46
2012-01-12 10:35,32H,15.66,11.3
2012-01-12 11:15,BW,0,13.56
2012-01-12 15:35,DROP,10.93,13.58
2012-01-12 15:58,10H,28.43,2.72
2012-01-12 19:55,Fill,33.62,0.19
2012-01-12 23:35,45H,11.86,13.6
2012-01-12 23:58,18H,23.39,7.2
2012-01-13 0:00,Fill,33.03,0.2
2012-01-13 0:15,32H,15.89,11.52
2012-01-13 5:05,DROP,11.06,13.83
2012-01-13 5:45,10H,30.38,2.13
2012-01-13 9:35,YP Drop,21.12,1.94
2012-01-13 13:15,45H,0,0
2012-01-13 13:45,18H,0,0
2012-01-13 13:58,32H,0,0
2012-01-13 19:25,10H,39.03,2.61
2012-01-13 22:00,BW,0,13.15
2012-01-14 1:40,DROP,11.78,13.79
2012-01-14 2:58,45H,13.17,13.44
2012-01-14 3:25,18H,26.5,4.58
2012-01-14 3:45,32H,15.41,11.9
2012-01-14 6:10,Fill,33.28,0.18
2012-01-14 6:15,YP Drop,20.64,1.61
2012-01-14 12:35,BW,0,13.27
2012-01-14 15:10,DROP,12.07,13.53
2012-01-14 16:10,10H,29.98,2.16
2012-01-14 16:45,45H,9.87,13.26
2012-01-14 17:25,32H,17.74,9.05
2012-01-14 20:10,YP Drop,21.19,1.48
2012-01-14 20:40,Fill,33.08,0.16
2012-01-15 0:00,Fill,0,0.26
2012-01-15 0:10,18H,22.96,0
2012-01-15 4:00,BW,0,0
2012-01-15 6:00,10H,27.96,3.01
2012-01-15 6:25,45H,13.65,11.85
2012-01-15 7:20,DROP,11.57,13.43
2012-01-15 14:00,18H,23.19,6.5
2012-01-15 14:10,32H,14.41,12.1
2012-01-15 16:15,YP Drop,15.45,5.12
2012-01-16 0:51,BW,0,13.23
2012-01-16 2:05,10H,27.84,2.79
2012-01-16 3:10,45H,11.73,13.38
2012-01-16 4:00,32H,14.64,11.53
2012-01-16 5:08,DROP,11.05,13.67
2012-01-16 9:10,Fill,32.98,0.34
2012-01-16 9:30,YP Drop,20.19,1.82
2012-01-16 10:05,18H,24.55,5.5
2012-01-16 15:20,BW,0,13.41
2012-01-16 17:00,45H,14.09,12.29
2012-01-16 19:20,10H,29.48,2.43
2012-01-17 0:05,32H,18.05,9.99
2012-01-17 3:20,18H,22.17,7.19
2012-01-17 6:40,DROP,12.75,13.59
2012-01-17 10:55,YP Drop,15.14,5.44
2012-01-17 11:00,Fill,31.6,0.43
2012-01-17 13:05,45H,13.32,12.52
2012-01-17 17:20,32H,19.72,8.55
2012-01-17 18:30,BW,0,12.69
2012-01-17 20:45,10H,27.38,3.5
2012-01-17 22:05,DROP,11.07,13.53
2012-01-18 2:30,Fill,32.31,0.2
2012-01-18 4:45,18H,23.59,6.29
2012-01-18 6:20,45H,15.1,11.19
2012-01-18 8:45,BW,0,13.05
2012-01-18 12:20,10H,28.85,2.49
2012-01-18 13:00,DROP,11.06,13.81
2012-01-18 16:00,Fill,32.23,0.16
2012-01-18 16:35,YP Drop,20.67,1.89
2012-01-18 18:45,32H,16.05,11.08
2012-01-18 20:20,18H,23.34,6.84
2012-01-18 23:10,BW,0,13.46
2012-01-19 2:25,10H,29.74,1.92
2012-01-19 3:05,DROP,12.64,13.29
2012-01-19 6:37,Fill,32.88,0.2
2012-01-19 7:45,45H,12.18,13.6
2012-01-19 10:20,32H,14.58,11.33
2012-01-19 10:25,18H,28.28,6.87
2012-01-19 14:11,BW,0,13.36
2012-01-19 16:27,10H,29.4,2.22
2012-01-19 17:25,DROP,11.86,13.79
2012-01-19 20:30,Fill,33.03,0.2
2012-01-19 20:45,YP Drop,21.87,1.68
2012-01-19 23:00,Fill,32.67,0.17
2012-01-19 23:20,45H,12.61,13.24
2012-01-20 0:25,32H,13.66,11.95
2012-01-20 0:27,18H,22.09,6.84
2012-01-20 3:50,BW,0,13.45
2012-01-20 6:40,DROP,11.09,13.33
2012-01-20 10:45,Fill,33.21,0.17
2012-01-20 10:55,YP Drop,22.07,1.52
2012-01-20 13:25,45H,12.76,13.17
2012-01-20 14:27,32H,15.25,11.39
2012-01-20 14:40,18H,23.81,6.66
2012-01-20 17:35,BW,0,13.16
2012-01-20 20:45,10H,29.98,2.41
2012-01-20 21:30,DROP,12.43,13.16
2012-01-21 1:10,YP Drop,20.45,1.84
2012-01-21 1:15,Fill,32.82,0.19
2012-01-21 3:27,45H,11.43,13.22
2012-01-21 4:40,32H,14.71,11.87
2012-01-21 4:45,Fill,33.07,0.18
2012-01-21 7:30,BW,0,13.1
2012-01-21 11:00,10H,30.23,1.93
2012-01-21 11:30,DROP,11.55,13.32
2012-01-21 15:00,YP Drop,21.98,1.73
2012-01-21 17:40,45H,12.53,13.49
2012-01-21 18:45,32H,16.5,11.12
2012-01-21 19:00,18H,22.87,6.77
2012-01-21 21:30,BW,0,13.14
2012-01-22 1:00,10H,29.98,2.41
2012-01-22 4:45,Fill,32.48,0.18
2012-01-22 5:00,YP Drop,20.87,1.75
2012-01-22 7:45,45H,12.58,13.25
2012-01-22 9:00,18H,22.82,6.41
2012-01-22 11:25,BW,0,13.29
2012-01-22 14:50,10H,29.2,2.43
2012-01-22 18:30,Fill,33.97,0.2
2012-01-22 19:05,YP Drop,20.9,2.25
2012-01-22 22:00,45H,12.85,13.36
2012-01-22 22:50,18H,23.79,6.69
2012-01-22 23:00,32H,16.21,11.12
2012-01-23 0:25,BW,0,13.23
2012-01-23 4:55,DROP,12.11,13.45
2012-01-23 5:00,10H,29.61,2.54
2012-01-23 9:00,Fill,33.73,0.19
2012-01-23 12:00,45H,13.13,13.31
2012-01-23 12:50,32H,16,11.4
2012-01-23 13:00,18H,24.23,6.3
2012-01-23 14:05,BW,0,13.18
2012-01-23 19:10,10H,28.42,2.65
2012-01-23 19:35,DROP,11.35,13.42
2012-01-23 22:43,Fill,33.21,0.19
2012-01-23 22:55,YP Drop,21.34,1.58
2012-01-24 1:50,45H,12.12,13.46
2012-01-24 3:00,32H,16.46,11.04
2012-01-24 3:10,18H,23.07,7.13
2012-01-24 4:45,BW,0,13.25
2012-01-24 8:53,10H,29.57,2.14
2012-01-24 9:05,DROP,12.85,13.51
2012-01-24 16:00,45H,12.98,13.39
2012-01-24 16:53,18H,22.99,6.17
2012-01-24 17:10,32H,14.54,11.94
2012-01-24 18:30,BW,0,13.37
2012-01-24 22:38,Fill,31.89,0.21
2012-01-24 22:52,DROP,13,13.6
2012-01-24 23:30,10H,29.72,2.33
2012-01-25 3:28,Fill,32.95,0.17
2012-01-25 6:10,45H,12.14,13.38
2012-01-25 6:53,32H,15.73,11.27
2012-01-25 7:30,18H,23.13,6.54
2012-01-25 12:25,DROP,11.61,13.33
2012-01-25 13:28,10H,29.33,2.34
2012-01-25 17:00,Fill,33.35,0.19
2012-01-25 17:22,YP Drop,20.62,1.72
2012-01-25 19:53,45H,12.63,13.31
2012-01-25 21:28,18H,23.47,6.53
2012-01-25 21:30,32H,14.86,11.64
2012-01-25 22:15,BW,0,13.2
2012-01-26 2:20,DROP,12.17,13.38
2012-01-26 3:12,10H,30.09,1.98
2012-01-26 6:55,YP Drop,21.53,1.77
2012-01-26 7:00,Fill,33.53,0.16
2012-01-26 10:30,45H,12.57,13.34
2012-01-26 11:12,18H,23.18,6.56
2012-01-26 11:28,32H,16.53,11.01
2012-01-26 11:40,BW,0,13.07
2012-01-26 16:20,DROP,12.53,13.41
2012-01-26 16:45,10H,30.16,2.03
2012-01-26 20:15,Fill,33.02,0.19
2012-01-26 20:40,YP Drop,21.83,1.35
2012-01-27 0:28,45H,12.07,13.22
2012-01-27 0:45,18H,22.95,6.43
2012-01-27 1:12,32H,15.79,11.38
2012-01-27 1:15,BW,0,13.16
2012-01-27 5:30,DROP,12.25,13.36
2012-01-27 6:30,10H,29.44,2.43
2012-01-27 10:00,Fill,33.44,0.19
2012-01-27 10:20,YP Drop,21.81,1.54
2012-01-27 14:12,45H,12.1,13.32
2012-01-27 14:30,18H,23.07,6.57
2012-01-27 14:45,32H,15.56,11.12
2012-01-27 15:05,BW,0,13.15
2012-01-27 19:40,DROP,12.19,13.39
2012-01-27 20:10,10H,28.47,2.77
2012-01-27 23:50,Fill,33.39,0.19
2012-01-28 0:10,YP Drop,21.21,1.84
2012-01-28 3:45,45H,12.95,13.33
2012-01-28 4:10,18H,22.7,6.77
2012-01-28 4:30,32H,14.81,11.59
2012-01-28 5:01,BW,0,13.16
2012-01-28 9:18,DROP,12.52,13.24
2012-01-28 10:00,10H,29.92,1.96
2012-01-28 13:35,Fill,32.94,0.19
2012-01-28 13:45,YP Drop,20.82,1.46
